,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,year,month,day,hour_UTC,minute_UTC
718,UK Self Assessment Tax Return Filing Online,True,20,23,7,6,All Levels,0.4666666666666667,Business Finance,2015,12,7,18,36
719,Introduction to Financial Statements,True,40,112,1,14,Beginner Level,1.5,Business Finance,2015,8,16,22,26
720,"IAS 8-Accounting Policies ,Changes in Accounting Estimates",False,0,2122,30,15,All Levels,2.5,Business Finance,2014,10,3,12,29
721,CFA® Level 1 2014 – Financial Reporting and Analysis,True,50,152,2,102,All Levels,10.0,Business Finance,2015,2,26,8,48
722,Investment Banking Operations : Securities Trade Life Cycle,True,30,267,9,10,All Levels,2.0,Business Finance,2015,1,2,10,18
723,CFA Level I Foundation Course: Introduction to Quants,True,50,155,4,11,Beginner Level,5.0,Business Finance,2013,8,5,16,3
724,Financial Risk Manager (FRM) Certification: Level I,True,50,87,25,113,All Levels,24.0,Business Finance,2013,10,26,12,54
725,IAS 10 - Events After Reporting Date,False,0,2146,35,8,All Levels,1.0,Business Finance,2014,5,7,12,48
726,Investment Portfolio Analysis with Excel,True,50,154,7,39,All Levels,9.0,Business Finance,2015,11,12,21,51
727,Introduction to the CFA Program,False,0,4248,66,6,Beginner Level,1.0,Business Finance,2013,8,12,11,10
728,Chartered Financial Analyst (CFA) - Level 1 - FRA,True,30,517,5,17,Beginner Level,14.5,Business Finance,2014,6,30,9,21
729,Excel 4 Accounting & Bookkeeping - Master Lookup Functions,True,35,2638,140,12,All Levels,1.0,Business Finance,2016,2,13,3,19
730,Cashflow Management for Small Businesses: A How To Guide,True,25,2914,11,5,All Levels,0.6166666666666667,Business Finance,2016,6,13,14,39
731,Forex Basics (Professional Course Level),True,20,6050,34,25,All Levels,1.5,Business Finance,2014,12,19,8,49
732,Advanced Butterfly Spreads for Options Income Strategies,True,60,16,1,8,Expert Level,1.0,Business Finance,2017,7,4,18,8
733,The Holy Grail of Auto Trading Forex Futures Stocks Revealed,True,50,3917,45,7,All Levels,1.0,Business Finance,2016,5,3,18,23
734,IPO Fundamentals,True,20,1122,13,6,Beginner Level,1.0,Business Finance,2017,3,2,0,58
735,Finance for Non-Finance: Learn Quick and Easy,True,20,4158,51,30,Beginner Level,2.5,Business Finance,2016,2,25,21,48
736,Advanced Options Trading Course,True,40,1252,2,6,Intermediate Level,0.5333333333333333,Business Finance,2017,6,29,20,18
737,Statistics - Measures of Dispersion for CA / CS / CFA exams,True,20,5108,9,13,All Levels,1.0,Business Finance,2015,9,14,19,47
738,Work From Home Online (Part/Full) : Trade Forex 4 Beginners,True,45,2981,23,17,Beginner Level,1.0,Business Finance,2016,10,9,19,33
739,Financial Ratios Using Excel,True,100,1223,14,29,Beginner Level,1.0,Business Finance,2017,3,7,23,10
740,How To Start Trading Penny Stocks In 10 Easy Steps 2017,True,50,7750,58,15,All Levels,1.5,Business Finance,2014,7,17,8,2
741,How to Copy the Best Traders on Etoro,True,90,564,9,41,All Levels,3.5,Business Finance,2014,5,1,20,37
742,How To Set Up A Limited Company In The UK,False,0,2075,69,11,Beginner Level,0.7333333333333333,Business Finance,2015,4,20,23,31
743,Forex trading made simple,True,100,45,4,31,All Levels,1.5,Business Finance,2015,9,25,19,8
744,Financial and Business Simulation with Microsoft Excel,True,20,44,5,8,Expert Level,0.5166666666666666,Business Finance,2015,3,29,22,10
745,10.  Bonds and Bond Pricing,True,20,308,4,10,All Levels,1.0,Business Finance,2014,2,11,18,11
746,Professional Risk Manager (PRM) Certification: Level 3,True,50,55,5,22,All Levels,12.5,Business Finance,2013,7,23,20,26
747,Stocks: Quick Method to get started Investing,False,0,718,13,7,Beginner Level,1.0,Business Finance,2017,5,18,17,37
748,The Fundamentals Of Finance For Non-Finance Professionals,True,40,206,3,7,All Levels,1.5,Business Finance,2016,5,18,16,2
749,Forex - Top Equity Management Strategy,True,20,18,4,13,All Levels,0.5833333333333334,Business Finance,2016,6,20,19,56
750,The Truths about (in)secure Retirement,True,200,86,6,32,Intermediate Level,4.5,Business Finance,2016,10,3,18,42
751,Learn How to File Taxes for Uber and Lyft Drivers,True,40,294,5,25,All Levels,2.0,Business Finance,2015,2,12,6,17
752,Learn the Basics of the Wave Principle:,True,30,27,4,10,Beginner Level,1.5,Business Finance,2015,7,2,0,12
753,MasterClass-Japanese &  Heiken Ashi CandleStick Patterns,True,195,375,10,26,All Levels,3.5,Business Finance,2017,3,12,16,13
754,Start Trading Stocks Using Technical Analysis! Part 2,True,95,94,11,25,All Levels,2.0,Business Finance,2017,5,23,0,20
755,Introduction to Corporate Finance (Mergers & Acquisitions),False,0,2080,83,30,Beginner Level,1.5,Business Finance,2017,2,28,16,14
756,Forex & Financial Market Trading Tutorial- Online Strategies,False,0,3137,30,69,All Levels,9.0,Business Finance,2017,4,12,16,26
757,Learn to trade Candlestick Patterns,True,20,155,23,22,Intermediate Level,1.5,Business Finance,2016,8,16,23,58
758,High-Frequency Trading #2: Market Structure & Instruments,True,50,1732,11,12,All Levels,0.6833333333333333,Business Finance,2015,11,19,18,22
759,The Art Of Financial Valuation With Certificate,True,20,3372,12,12,All Levels,2.0,Business Finance,2013,9,29,23,52
760,Sensitivity & Scenario Analysis for CA / CFA / CPA Exams,True,20,2185,3,13,All Levels,2.0,Business Finance,2015,9,20,20,26
761,"Economics:   Competition, Elasticity, a little Game Theory",True,50,1008,14,42,All Levels,6.0,Business Finance,2016,4,12,15,12
762,Quantitative Trading Analysis with Python,True,50,256,17,49,All Levels,5.5,Business Finance,2017,1,27,17,11
763,Invest Like a Pro!,True,200,1173,22,15,Beginner Level,2.5,Business Finance,2015,12,29,18,56
764,Options Trading Essentials: The ULTIMATE Guides,False,0,1352,6,20,All Levels,4.0,Business Finance,2017,4,24,21,59
765,ACCA FA1 Recording Financial Transactions,True,50,49,8,27,Beginner Level,3.5,Business Finance,2015,7,14,23,1
766,CFA® Level 1 2014 – Portfolio Management,True,40,124,2,10,All Levels,2.0,Business Finance,2015,3,2,1,46
767,Essentials Of Swing Trading Stocks,True,20,105,9,5,All Levels,1.0,Business Finance,2015,6,3,18,0
768,Small Business and Managerial Accounting Training Tutorial,True,20,117,3,71,Beginner Level,3.5,Business Finance,2013,6,19,17,52
769,Use Crowdfunding Effectively With Indiegogo and Kickstarter,False,0,6533,32,9,All Levels,2.0,Business Finance,2013,6,25,15,22
770,The Complete Litecoin Crypto Currency Bootcamp,True,20,7,3,24,All Levels,1.0,Business Finance,2017,6,28,23,51
771,Bank Reconciliation & VAT on Excel,True,20,30,5,19,All Levels,1.5,Business Finance,2014,9,22,4,56
772,Commodity Futures Day Trading Strategies,True,95,91,5,28,All Levels,5.0,Business Finance,2015,8,28,23,47
773,Learn to invest in the Stock Market,True,40,28,5,14,Beginner Level,1.0,Business Finance,2014,11,12,17,37
774,FX Commodity Chart Trading Patterns for Success,True,50,83,10,15,All Levels,2.5,Business Finance,2015,7,19,19,23
775,Forex Elite Trading,True,85,623,7,22,All Levels,6.0,Business Finance,2013,10,18,16,6
776,How to Invest in Startups - Expert Reveals Winning Secrets.,False,0,1625,5,145,All Levels,8.5,Business Finance,2016,8,29,14,24
777,Kickstarter success in 5 easy steps,True,20,0,0,12,All Levels,0.5166666666666666,Business Finance,2017,5,16,14,55
778,Understanding Financial Statements,True,25,0,0,10,All Levels,1.0,Business Finance,2016,12,15,14,56
779,Planning and Executing a Financial Statement Audit,True,50,0,0,9,Intermediate Level,2.0,Business Finance,2017,6,29,23,18
780,The Latest Updates 2016 Financial Accounting Standards Board,True,50,1,0,9,Intermediate Level,2.0,Business Finance,2017,6,29,21,40
781,How to achieve personal transformation,True,20,0,0,10,All Levels,0.5333333333333333,Business Finance,2016,12,22,0,28
782,Basic Bookkeeping,True,35,0,0,12,Beginner Level,0.7333333333333333,Business Finance,2017,5,23,16,20
783,"Credit concepts and checklist for bankers, credit analyst",True,20,0,0,10,Beginner Level,2.5,Business Finance,2017,4,24,14,56
784,Practical Film Financing: Finding & Pitching Investors,True,100,0,0,9,Beginner Level,1.0,Business Finance,2017,7,5,21,46
785,Ratio Analysis for Financial Statements,True,50,0,0,6,Beginner Level,2.0,Business Finance,2017,7,3,21,39
786,60 Minutes to Fundamental Accounting Skills,True,75,0,0,9,Beginner Level,2.5,Business Finance,2017,6,28,21,55
787,Essentials of money value: Get a financial Life !,True,20,0,0,20,All Levels,0.6166666666666667,Business Finance,2016,5,16,18,28
788,Introduction to Forex Trading Business For Beginners,True,20,0,0,27,Beginner Level,1.5,Business Finance,2017,4,23,16,19
789,"Backspreads, Diagonals and Butterflies - Advanced Strategies",True,60,737,41,10,Expert Level,2.0,Business Finance,2013,3,3,22,15
790,Trade Forex 13 Patterns - Golden Ratios Secret Revealed,True,200,554,63,44,All Levels,4.0,Business Finance,2015,1,10,13,49
791,Crystal ball trading - foresee price with seasonal patterns,True,145,807,19,23,All Levels,6.0,Business Finance,2015,6,14,22,8
792,Weekly Options and study of Options expiration dynamics,True,60,779,56,6,Expert Level,1.0,Business Finance,2013,3,8,12,22
793,Cost Accounting Basics (Professional Course Level),True,20,1777,11,23,Beginner Level,1.0,Business Finance,2014,12,17,1,11
794,Learn to Reliably Invest In The Stock Market,True,50,841,14,19,All Levels,0.6166666666666667,Business Finance,2016,7,29,15,6
795,Hedge Fund Trading Systems Part Two - Stocks & ETFs,True,200,56,10,23,Expert Level,2.5,Business Finance,2017,5,16,22,22
796,Stock Market Option Trading: How Sell Options For Premium,True,200,1909,8,19,Intermediate Level,2.0,Business Finance,2015,2,8,20,6
797,Straddles and Strangles - Volatility moves in any direction,True,60,775,54,11,Expert Level,1.5,Business Finance,2013,3,12,12,30
798,Debt Collection Management: Get Paid On Time EVERY TIME!,True,20,1255,8,38,All Levels,3.0,Business Finance,2015,1,27,7,50
799,Learn about it,True,20,1193,24,27,All Levels,1.5,Business Finance,2014,6,5,22,40
800,Trading: Basics of Trading for Beginners,True,140,1309,4,20,Beginner Level,1.5,Business Finance,2015,11,11,1,30
801,Options Spreads Bundle-  the heart of Options Trading,True,120,623,43,8,Intermediate Level,2.5,Business Finance,2013,2,19,15,4
802,Trade the News in Forex: EA Robot Included,True,200,276,11,11,All Levels,0.5666666666666667,Business Finance,2016,8,30,2,40
803,Investment Portfolio Analysis with R,True,50,314,38,37,All Levels,6.5,Business Finance,2016,6,27,20,39
804,Basics of Economics For Beginners A to Z - A Complete Course,True,170,1942,5,24,Beginner Level,1.5,Business Finance,2015,8,24,0,36
805,Seeing the Big Picture: Understanding Financial Statements,True,50,885,69,14,All Levels,0.7166666666666667,Business Finance,2015,1,7,21,40
806,Financial Modeling for Professionals in 1 Day!,True,200,226,12,29,Intermediate Level,4.5,Business Finance,2016,12,5,16,33
807,Create Your Own Automated Stock Trading Robot In EXCEL!,True,150,461,45,44,All Levels,5.0,Business Finance,2015,12,9,18,35
808,FOREX: From Zero To Hero,True,150,152,27,26,All Levels,3.0,Business Finance,2017,2,7,5,21
809,Learn Call Options and Put Options - Introduction to Options,True,60,1017,74,20,Beginner Level,3.0,Business Finance,2013,2,15,20,43
810,1. Principles of Simple Interest ,True,20,1074,6,13,All Levels,1.0,Business Finance,2014,1,13,20,43
811,Double Entry Bookkeeping,True,50,440,17,10,Beginner Level,1.0,Business Finance,2016,6,15,18,23
812,MQL5 Tutorial Bootcamp,True,20,978,7,13,Beginner Level,0.5333333333333333,Business Finance,2016,1,29,0,11
813,Succeed at Options Even If You Don't Know Where to Start,True,200,36,1,12,All Levels,1.5,Business Finance,2017,4,17,18,0
814,"Buying, Selling, and Storing Precious Metal",True,20,74,1,14,All Levels,1.0,Business Finance,2013,2,27,3,38
815,Accounting Skills for Managers,True,20,78,3,10,Beginner Level,1.5,Business Finance,2012,6,27,16,41
816,Analysis and Evaluation of Economic Feasibility of Projects,True,100,10,1,8,Intermediate Level,1.0,Business Finance,2016,12,19,14,47
817,Technical Analysis: Understanding Price Action,True,45,39,6,37,All Levels,3.0,Business Finance,2016,8,26,22,57
818,Bitcoin For Beginners,True,50,37,3,22,Beginner Level,4.0,Business Finance,2014,12,29,18,54
819,"IAS 16-Property,Plant and Equipment ",False,0,2166,38,20,All Levels,3.0,Business Finance,2014,10,6,9,11
820,Basel II,True,50,78,6,57,All Levels,3.5,Business Finance,2014,3,6,7,16
821,Forex Trading Plan,True,50,21,3,24,All Levels,0.7,Business Finance,2016,2,13,5,53
822,Financial Modeling 101,False,0,1086,37,5,Beginner Level,0.6166666666666667,Business Finance,2016,12,19,23,43
823,Learn Financial Modeling from Scratch - Part1,True,50,7,4,29,All Levels,3.5,Business Finance,2016,4,6,18,0
824,Introduction to Small Business Accounting Training Tutorial,True,25,168,9,75,Beginner Level,3.5,Business Finance,2013,1,9,2,57
825,Learn Basic Concepts of Economics Step by Step - Complete,True,150,2801,6,25,All Levels,1.5,Business Finance,2015,8,16,16,36
826,Introduction to Digital Payments ,False,0,12217,351,17,Beginner Level,1.0,Business Finance,2014,4,29,5,49
827,The Beginner's Guide to the Futures and Options Trading,False,0,6185,138,20,All Levels,3.0,Business Finance,2016,1,18,19,47
828,Bitcoin Investing: The Complete Buy & Hold Strategy,True,25,477,70,41,All Levels,4.0,Business Finance,2016,1,10,21,59
829,Financial Modeling in Excel for Startups,True,50,1334,86,54,Beginner Level,6.0,Business Finance,2014,1,5,3,44
830,Learn to Trade Forex Naked Price Action Big Shadow Trade,False,0,5407,192,11,Intermediate Level,1.0,Business Finance,2016,1,25,4,8
831,Forex Trading For Beginners ,False,0,9483,183,22,Beginner Level,2.0,Business Finance,2016,1,14,2,46
832,Build a Trading Comps Valuation Model,True,50,1032,60,55,All Levels,7.0,Business Finance,2014,10,1,18,49
833,The Advanced Forex Course for Smart Traders,False,0,8236,144,25,All Levels,5.0,Business Finance,2015,10,9,16,46
834,Cost Accounting Overheads (Professional Course Level),True,20,2383,6,19,All Levels,2.5,Business Finance,2015,3,31,21,55
835,Beginners Guide to Stock Market Investing,False,0,3283,109,42,Beginner Level,2.5,Business Finance,2016,9,15,18,30
836,Financial Management Capital Market Instruments,True,25,2650,5,17,Beginner Level,1.0,Business Finance,2015,2,24,14,30
837,NPV and IRR Techniques for CA / CFA / CPA Exams,True,20,1551,5,55,Beginner Level,7.5,Business Finance,2014,9,22,14,30
838,Commercial Credit Analysis,True,50,545,48,42,All Levels,7.5,Business Finance,2014,3,12,12,26
839,Essential Finance For Managers,True,25,663,10,79,All Levels,5.5,Business Finance,2015,4,16,20,10
840,Bitcoin for Accountants,False,0,3519,102,6,Beginner Level,1.0,Business Finance,2015,2,6,3,15
841,ProTrader -  Advanced Technical Analysis,True,125,825,11,34,All Levels,2.0,Business Finance,2016,8,22,23,31
842,Binary Options Masterclass,True,200,70,11,16,All Levels,2.0,Business Finance,2017,2,13,16,37
843,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,True,120,357,71,20,All Levels,2.0,Business Finance,2016,5,3,19,4
844,"Financial Accounting, its Cycle, Statements & Analysis",True,20,853,4,35,Beginner Level,5.0,Business Finance,2016,3,8,16,40
845,Yield Curve Dynamics,True,50,397,24,19,All Levels,3.0,Business Finance,2014,3,12,14,54
846,Value Investing and Stock Market Fundamentals,True,195,74,8,17,Beginner Level,3.0,Business Finance,2016,4,7,18,10
847,Media Training for Financial Service Professionals,True,20,1254,2,64,All Levels,7.0,Business Finance,2014,12,11,21,14
848,Learn the Forex Naked Price Action Pogo Trade,True,60,89,4,10,Intermediate Level,1.0,Business Finance,2016,2,10,16,52
849,Forex - Price action Reversal Strategy,True,20,38,6,16,All Levels,1.0,Business Finance,2016,7,4,21,31
850,Budget preparation for an EU project proposal,True,50,18,4,5,Intermediate Level,1.0,Business Finance,2015,6,1,23,5
851,Corporate Finance and Alternative Investment for CFA L1,True,20,103,3,27,All Levels,4.5,Business Finance,2015,9,17,18,9
852,Don't Let Your Customers Run Your Business,True,50,7,3,28,Intermediate Level,2.5,Business Finance,2015,10,26,20,20
853,Stock Trading: Insider Tips For Determining Market Direction,True,95,104,1,11,All Levels,1.0,Business Finance,2015,7,7,23,4
854,TopTrader Academy - Complete Options Course,True,150,42,1,11,All Levels,3.0,Business Finance,2016,9,13,22,9
855,Working Capital Management for Entrepreneurs,True,20,507,5,15,Expert Level,1.0,Business Finance,2014,11,19,10,36
856,Learn Quickbooks to maintain books properly,True,20,241,5,26,Beginner Level,2.5,Business Finance,2015,11,9,20,36
857,CFA Level I Foundation: Introduction to Financial Reporting,True,50,226,5,13,Beginner Level,5.5,Business Finance,2013,8,5,16,2
858,"Fixed Income Valuation and Analysis, CFA L2",True,20,50,6,12,All Levels,3.0,Business Finance,2016,1,4,21,1
859,Corporation Tax Returns UK,True,50,100,23,25,All Levels,2.0,Business Finance,2015,7,23,19,21
860,Trading For Busy People,True,50,99,12,26,All Levels,3.0,Business Finance,2015,7,6,22,22
861,Basics of Trading,True,40,99,17,27,Beginner Level,1.0,Business Finance,2015,4,6,20,0
862,CFP - Introduction to Financial Planning,True,30,1192,12,38,Beginner Level,12.0,Business Finance,2014,2,21,6,40
863,Investment Portfolio Analysis with Python,True,50,209,13,37,All Levels,7.0,Business Finance,2016,7,13,21,40
